feat_info_1,feat_info_2,feat_info_3,feat_info_4,feat_info_5,feat_info_6,feat_info_7,feat_info_8,feat_info_9,feat_info_10,feat_redundant_1,feat_redundant_2,feat_redundant_3,feat_redundant_4,feat_redundant_5,feat_redundant_6,feat_redundant_7,feat_redundant_8,feat_redundant_9,feat_redundant_10,feat_noise_1,feat_noise_2,feat_noise_3,feat_noise_4,feat_noise_5,feat_noise_6,feat_noise_7,feat_noise_8,feat_noise_9,feat_noise_10,Label
18.143330818695052,0.0,0.0,0.14076115241552717,41.97577356859624,2.78891259368267,0.8261817236126598,1.732175014136568,0.0,0.0,0.0,0.0,0.0,0.0005065246617814316,15.858423024244516,0.20283439324510494,8.214801520883233,0.0,0.0,0.3189023869209945,0.0,8.230619102264203,0.0,0.7218762443000154,0.0,0.0,0.9347115461054971,0.0,0.0,0.0,0
0.0,0.09359195697194779,0.0,0.11291127509087998,0.0,0.4350647229783156,0.024909355848767387,41.607703267225084,0.0,0.0,2.223109707094516,0.0,0.0,0.0,0.0,0.0,2.914075537133601,2.642031483669433,0.5555306680290012,2.2357912837542386,140.04496688701647,0.9386328820843279,0.0,0.0,0.0,9.339735787368417,0.9930787519976102,0.0,0.0,0.7504458929452595,1
2.3203607962836243,0.13306767862943508,1.9749530359189806,0.8505780136012084,0.0,0.0,0.0,0.0,1.4861648987956806,1.3855777224771295,0.0,0.9645136789775909,0.2622296407294662,0.8236750114136658,0.0,0.3919857979441586,0.27382874608118357,17.076268812038403,0.0,0.0,12.26740809234777,0.0,0.0,0.3431252168935653,0.07614702284615392,0.3078177677534165,0.0,0.0,3.650683885551223,3.7791446749004423,0
2.6309081753605397,0.6702395826484097,0.3725188885571573,0.0,0.5310541946314101,0.29866899213990306,0.0,0.0,0.03151799744039409,0.05328454466455049,1.1897911007228323,0.0,0.2448393641971552,0.0,0.0,0.0,0.0,0.0,0.753622193942899,0.1566164961575599,0.0,0.0,2.088629532196652,0.07391936335986869,2.3550423605738113,0.0,0.0,0.861729846814913,0.10099076339626425,0.2694918328820354,0
0.0,0.9193755450323823,1.1837009795798386,1.094862051463377,8.23593673161294,0.0,0.0,2.3547914687602614,0.0,1.1295955728042508,0.8128145617309274,0.0,0.0,0.30244075344920046,0.0,0.0,2.453081741993069,2.8401515958752954,0.0,0.0,0.06213094334094882,0.0,1.005578136479709,0.0,0.0,0.8725982947578408,1.7773519666295545,0.0,0.0,0.0,1
0.0,0.0,1.5204405083389045,0.7764233875729436,0.0,0.0,0.0,0.0,1.0668584974307114,69.10127506375048,0.0,1.992434515912022,0.0,0.021578502588292543,0.0,1.0709386974154762,0.0,25.069777160045927,0.4756200913754214,0.0,0.771037372002508,0.0,2.228291972364996,0.6591950889717458,49.655390590973035,0.6349256401664863,0.0,9.425006790710386,0.0,0.0,0
3.0401493759908154,1.1208194333585275,1.4377563228724,0.23547703935803868,30.24403621183528,0.0,0.0,0.38892308484012733,0.0,0.1357385994004444,0.0,0.0,0.0,0.10237215631495958,1.1453455656941238,1.6364968495858632,2.9030062491441537,2.5252512950614667,0.17876127489069657,0.0,0.0,0.0,0.8133843915051948,0.0,0.0,0.1979786842130881,0.7795616831414647,0.0,0.0,0.3370960835059672,1
0.0,0.0,0.0,0.028528598167599194,0.0,0.30275551527308947,0.5319955266789712,0.0,0.0,0.2783203892871177,0.0,3.5737674813120046,0.043108089288012554,1.1933759662656662,0.019059962309330058,0.32040794106976983,0.0,0.0,1.1035246333721085,0.0,5.700355357783328,5.839031677027074,0.0,0.0,0.5786255620689793,0.0,0.0,0.2351725560584841,0.0,1.2180482625403248,0
0.0,0.9925051304595084,0.8162403823454286,0.11217940643636232,1.5730638583018959,0.0,0.8127865315096242,0.0,0.0,15.94920306992112,0.0,1.7254682370729248,0.0,0.561219426097573,2.64901621893025,0.2159890313426066,1.2008819286172938,4.725303890182126,0.4408709025411655,0.0,0.0,1.3963799841359528,0.0,0.0,1.2324798879152943,1.927308727148944,0.0,0.0,0.0,0.0,0
0.0,0.48672527381622444,0.0,0.0,2.514186689524611,0.0,0.0,0.0,0.3371060278248209,1.4767734674505189,1.642930738100275,1.1035221104862454,0.009258134644197212,0.0,0.0,0.0,2.805955576343837,0.6613054098542542,0.0,0.6488148142913961,3.0457750886366672,7.483209201428642,0.7784916042815381,0.0,0.0,1.2959667772653307,2.923310139217671,0.0,0.2568472659032262,0.0,1
0.0,0.04055199937994206,0.0,0.0,0.0,3.6530001582465506,0.0,0.0,0.0,0.0,1.2255805737379797,0.6856651490557854,2.8041658283365045,0.017761786307028207,0.4991362111804915,0.8269005630077257,0.0,0.0,0.0,0.1414428260431829,0.0,3.8364119569427926,2.044354053434203,0.25415877066428805,0.6839763116043996,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,3.118337377060175,0.8529020029340082,1.2488358000186741,0.5149907629975681,0.0,1.753387481967694,2.6023868112424,0.5301059349576909,0.12349800508998755,0.09549868158599586,0.2315188269632598,1.101168471276383,1.2820322670834012,0.0,0.30397339649324423,0.0,0.0,4.213646014948353,2.9605611008191555,1.5456466278069836,0.0,0.29872856721646635,1.181020290993767,0.0,0.0,0.0,0
